Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Tömeges Zsarolás	Rituálé	Umbra	Árnyékszindikátus	-	-	6	5	-	-	Az ellenfélnek választania kell: eldob 2 lapot a kezéből az Ürességbe, VAGY feláldozza a legmagasabb ATK-jú Entitását a Horizonton.	opponent chooses: discard 2 cards from hand to graveyard, or sacrifice their highest ATK Horizont entity	hand, graveyard, horizont	blank	blank	enemy_hand, enemy_horizont_entity	discard, sacrifice, choice	instant	opponent_chooses_one_of_two_modes_and_sacrifice_targets_highest_atk_enemy_horizont_entity	Az ellenfél választ: eldob 2 lapot a kezéből, vagy feláldozza a legmagasabb ATK-jú Horizont-entitását.	osszetett_egyedi	Választásos kényszerítő spell kéz- és board-erőforrás ellen.
Bérgyilkos-szerződés	Rituálé	Umbra	Árnyékszindikátus	-	-	4	4	-	-	"Jelölj ki egy ellenséges Entitást a Horizonton. Az adott kör végén az az Entitás elpusztul, kivéve, ha az ellenfél kifizet érte 3 Aurát ""vérdíjként""."	target enemy Horizont entity is destroyed at end of turn unless its controller pays 3 aura	horizont, source	blank	on_turn_end	enemy_horizont_entity	destroy	instant	target_enemy_must_be_on_horizont_and_controller_may_pay_3_aura_to_prevent_destruction	Egy ellenséges Horizont-entitás a kör végén elpusztul, hacsak az ellenfél nem fizet érte 3 Aurát.	osszetett_egyedi	Késleltetett megsemmisítés megelőzhető aurafizetéssel.
Sötét Behálózás	Rituálé	Umbra	Árnyékszindikátus	-	-	5	4	-	-	Az ellenfélnek el kell dobnia egy lapot a kezéből (véletlenszerűen) minden egyes lefordított Jel (Csapda) után, ami jelenleg a te Zenitedben van (Maximum 3 lap dobható el így).	opponent discards one random card for each face-down trap in your Zenit, up to 3	zenit, hand, graveyard	blank	blank	enemy_hand	random_discard	instant	count_face_down_own_traps_in_zenit_max_3	Az ellenfél minden saját Zenitedben lévő lefordított Jel után eldob 1 véletlenszerű lapot, legfeljebb 3-at.	osszetett_egyedi	Trap-számlálásból számolt többes random discard.
Zsarolás	Rituálé	Umbra	Árnyékszindikátus	-	-	3	2	-	-	Nézd meg az ellenfél kezét. Válassz ki egy Rituálé vagy Ige kártyát, és kényszerítsd az ellenfelet, hogy dobja az Ürességbe.	look at opponent's hand; choose a ritual or spell card and make them discard it to graveyard	hand, graveyard	blank	blank	enemy_hand_card	discard, ability_lock	instant	target_card_in_enemy_hand_must_be_a_ritual_or_spell	Az ellenfél kezéből kiválasztasz egy Rituálé vagy Ige lapot, és az a lap az Ürességbe kerül.	osszetett_egyedi	Kézinformáció és típuskorlátozott célzott kézeldobatás.
Visszautasíthatatlan Ajánlat	Rituálé	Umbra	Árnyékszindikátus	-	-	3	2	-	-	Vedd át az irányítást egy ellenséges, 2-es vagy alacsonyabb Magnitúdójú Entitás felett az adott kör végéig. Az egység megkapja a Gyorsaság (Celerity) kulcsszót.	gain control of target enemy entity with magnitude 2 or less until end of turn; it gains celerity	dominium	blank	blank	enemy_entity	control_change, grant_keyword	until_turn_end	target_enemy_entity_must_have_magnitude_lte_2	Egy 2-es vagy alacsonyabb Magnitúdójú ellenséges entitás felett átveszed az irányítást a kör végéig, és megkapja a Gyorsaság kulcsszót.	osszetett_egyedi	Ideiglenes kontrollváltás és keyword-adás együtt.
Hamis Bizonyíték	Jel	Umbra	Árnyékszindikátus	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél egy Rituáléval célba veszi az egyik Entitásodat. Hatás: Irányítsd át a Rituálé hatását az ellenfél egyik saját Entitására!	when enemy ritual targets your entity: redirect that ritual to one of the opponent's own entities	dominium	blank	on_enemy_spell_target	own_entity, enemy_entity	redirect	instant	trigger_only_if_enemy_ritual_targets_an_allied_entity	Ha az ellenfél egy Rituáléval céloz egy saját entitást, a hatás az ellenfél egyik saját entitására terelődik át.	osszetett_egyedi	Spell-target átirányítás ellenfél saját célpontjára.
Mérgezett Tőrök	Jel	Umbra	Árnyékszindikátus	-	-	2	1	-	-	Aktiválás: Amikor az ellenfél megidéz egy Entitást a Horizontra. Hatás: Az újonnan megidézett Entitás kap 2 sebzést, és a bénító méreg miatt elveszíti az összes kulcsszavát az adott kör végéig.	when enemy summons an entity to Horizont: it takes 2 damage and loses all keywords until end of turn	horizont	blank	on_enemy_summon	enemy_horizont_entity	damage, ability_lock	until_turn_end	trigger_only_if_enemy_entity_is_summoned_to_horizont	Ha az ellenfél entitást idéz a Horizontra, az 2 sebzést kap, és a kör végéig elveszíti az összes kulcsszavát.	osszetett_egyedi	Summon-triggeres sebzés és teljes keyword-eltávolítás.
Váratlan Adóellenőrzés	Jel	Umbra	Árnyékszindikátus	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél kijátszik egy Entitást vagy Varázslatot a kezéből. Hatás: Az ellenfélnek azonnal ki kell fizetnie +1 (vagy +2) Aurát. Ha nem tudja vagy nem akarja kifizetni, a kijátszott kártya hatása érvénytelenítődik, és visszakerül a kezébe (az eredeti Aura-költség viszont elveszik).	when enemy plays an entity or spell from hand: they must immediately pay +1 or +2 aura, or that card is countered and returned to hand	hand, source	blank	on_enemy_card_played	enemy_entity, enemy_spell	counterspell, return_to_hand, cost_mod	instant	trigger_only_if_enemy_plays_entity_or_spell_from_hand_and_fails_or_refuses_to_pay_extra_aura	Ha az ellenfél kézből Entitást vagy Varázslatot játszik ki, extra Aurát kell fizetnie, különben a lap hatása meghiúsul és visszakerül a kezébe.	osszetett_egyedi	Extra fizetési adó kijátszáskor, sikertelen fizetésnél counter + kézbe visszatérés.
Végzetes Lépés	Jel	Umbra	Árnyékszindikátus	-	-	3	3	-	-	Aktiválás: Amikor az ellenfél támadást indít egy Pecséted ellen. Hatás: Áldozz fel egy saját Entitást a Domíniumon. A támadás érvénytelenítődik, és a támadó Entitás a saját ATK-jával megegyező sebzést okoz egy másik, az ellenfél által uralt Entitásnak.	when enemy attacks your seal: sacrifice an allied entity, cancel the attack, then the attacker deals damage equal to its ATK to another enemy-controlled entity	seal_row, dominium	blank	on_attack_declared	own_entity, enemy_entity	sacrifice, attack_nullify, damage	instant	trigger_only_if_enemy_attacks_own_seal_and_another_enemy_entity_exists	Ha az ellenfél egy pecsétedet támadja, feláldozol egy saját entitást, a támadás meghiúsul, és a támadó a saját ATK-jával sebez meg egy másik ellenséges entitást.	osszetett_egyedi	Saját áldozattal fizetett támadásmegszakítás és kényszerített ellenséges önsebzés.
A Hallgatás Ára	Jel	Umbra	Árnyékszindikátus	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél aktiválna egy Reakció (Burst) képességet egy feltört Pecsétből. Hatás: Semlegesítsd a hatást, és az ellenfél köteles 1 lapot az Ősforrásából az Ürességbe küldeni (Magnitúdó csökkentés).	when enemy would activate a burst ability from a broken seal: counter it and send 1 source card from their source to graveyard	seal_row, source, graveyard	burst	on_enemy_ability_activated	enemy_source_card	counterspell, move_to_source	instant	trigger_only_if_enemy_activates_burst_from_a_broken_seal	Ha az ellenfél feltört pecsétből Burst hatást aktiválna, a hatás meghiúsul, és 1 lapot küld az Ősforrásából az Ürességbe.	osszetett_egyedi	Burst-ellenes trap és forráscsökkentő büntetés.
Kínok Hálója	Jel	Umbra	Árnyékszindikátus	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél a normál Ébredés fázisán kívül kártyát húz. Hatás: Azonnal elszenved 2 sebzést az egyik Pecsétjébe, és az imént felhúzott lapot egyenesen az Ürességbe kell dobnia.	when enemy draws a card outside the normal awakening phase: deal 2 damage to one of their seals and they discard the just-drawn card	seal_row, hand, graveyard	blank	on_enemy_extra_draw	enemy_seal, enemy_hand_card	seal_damage, discard	instant	trigger_only_if_enemy_draws_outside_normal_awakening_phase	Ha az ellenfél a normál Ébredés fázison kívül húz lapot, 2 sebzést szenved egy pecsétjébe, és az imént húzott lap az Ürességbe kerül.	osszetett_egyedi	Extra húzást büntető trap konkrét húzott lap kezelésével.
Rejtett Csapóajtó	Jel	Umbra	Árnyékszindikátus	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél egy Entitással támadást indít. Hatás: A támadó Entitás beesik a csapóajtón; azonnal visszakerül a játékos paklijának aljára.	when enemy entity attacks: put that attacker on the bottom of its owner's deck	deck	blank	on_attack_declared	enemy_entity	return_to_deck_bottom, attack_nullify	instant	none	Amikor az ellenfél egy entitással támadást indít, a támadó azonnal a pakli aljára kerül.	osszetett_egyedi	Támadásmegszakításként működő deck-bottom eltávolítás.
Kettős Ügynök	Jel	Umbra	Árnyékszindikátus	-	-	5	3	-	-	Aktiválás: Amikor az ellenfél aktiválja egy saját Entitásának Riadó (Clarion) képességét. Hatás: A képesség hatása ellene fordul, és te döntheted el a célpontjait vagy a bónuszokat!	when enemy activates an entity's clarion ability: its effect is turned against them and you choose targets or bonuses	dominium	clarion	on_enemy_ability_activated	enemy_entity	redirect, choice	instant	trigger_only_if_enemy_activates_a_clarion_ability_of_their_entity	Ha az ellenfél egy saját entitása Clarion képességét aktiválja, a hatás ellene fordul, és te döntöd el a célpontokat vagy bónuszokat.	osszetett_egyedi	Képesség-eltérítés és célpontátvétel ellenséges entitásképességen.
A Tolvajok Céhe	Sík	Umbra	Árnyékszindikátus	-	-	2	3	-	-	"Amíg aktív, minden ""Tolvaj"" és ""Orgyilkos"" kasztú Entitásod megidézési költsége 1 Aurával csökken."	while active, your Thief and Assassin class entities cost 1 less to summon	dominium	blank	static	own_entities	cost_mod	while_active	affects_only_allied_thief_and_assassin_class_entities	Minden saját Tolvaj és Orgyilkos kasztú entitásod idézési költsége 1 Aurával csökken, amíg a sík aktív.	folyamatos_sik_hatas	Kasztszűrt folyamatos költségcsökkentő síkhatás.
Éjszakai Piac	Sík	Umbra	Árnyékszindikátus	-	-	4	4	-	-	Amíg aktív, minden saját köröd kezdetén megnézheted a paklid legfelső lapját, és dönthetsz úgy, hogy az Ürességbe dobod.	while active, at the start of each of your turns you may look at the top card of your deck and may put it into your graveyard	deck, graveyard	blank	on_start_of_turn	own_deck	move_to_source, choice	while_active	trigger_at_start_of_each_own_turn	Amíg a sík aktív, minden saját köröd elején megnézheted a paklid legfelső lapját, és dönthetsz úgy, hogy az Ürességbe dobod.	folyamatos_sik_hatas	Körkezdeti deck-top vizsgálat és opcionális self-mill.
Az Elfeledett Katakombák	Sík	Umbra	Árnyékszindikátus	-	-	5	5	-	-	Amíg aktív, minden körödben az ELSŐ alkalommal, amikor az ellenfél eldob egy kártyát a kezéből, te okozhatsz 1 közvetlen sebzést az ellenfél egyik Pecsétjének vagy egy Entitásának.	while active, the first time each turn your opponent discards a card from hand, you may deal 1 direct damage to an enemy seal or entity	seal_row, dominium	blank	on_discard	enemy_seal, enemy_entity	damage, seal_damage	while_active	trigger_only_on_first_enemy_discard_each_turn	Amíg a sík aktív, minden körben az első ellenfél által eldobott kézlap után 1 közvetlen sebzést okozhatsz egy ellenséges pecsétnek vagy entitásnak.	folyamatos_sik_hatas	Első discard-eseményre korlátozott közvetlen sebző síkhatás.
Feketepiaci Sikátor	Sík	Umbra	Árnyékszindikátus	-	-	3	3	-	-	"Amíg ez a Sík aktív, minden alkalommal, amikor egy Jeled (Csapdád) aktiválódik, húzhatsz 1 lapot. Az ellenfélnek pedig minden saját köre elején 1 Aurát le kell forgatnia (Kimerítenie), hogy ""üzletelhessen"" ezen a területen."	while active, whenever one of your traps triggers you may draw 1; at the start of each opponent turn they must exhaust 1 aura	deck, source	blank	on_trap_triggered	self, enemy_source_card	draw, exhaust	while_active	opponent_must_exhaust_1_aura_at_start_of_each_own_turn_and_you_may_draw_when_your_trap_triggers	Amíg a sík aktív, saját Jeled aktiválódásakor húzhatsz 1 lapot, az ellenfél pedig minden saját köre elején 1 Aurát kimerít.	folyamatos_sik_hatas	Trap-triggeres húzás és külön ellenfélkör-kezdő auraadó kombinációja.
Üresség-szülte Koldus	Entitás	Umbra	Lélekaratók	Élőholt	Alap	1	1	1	1	[DOMÍNIUM] Visszhang (Echo): Amikor ez az Entitás a Domíniumról elpusztulva az Ürességbe kerül, húzz 1 lapot.	[DOMINIUM] echo: when this dies from the board and goes to graveyard, draw 1	dominium, graveyard, deck	echo	on_death	self	draw	instant	trigger_only_if_this_dies_from_dominium_and_goes_to_graveyard	Ha ez az entitás a Domíniumról az Ürességbe kerül, húzol 1 lapot.	elso_koros_gepi_ertelmezes	Egyszerű Echo-triggeres húzás.
Kriptapatkány	Entitás	Umbra	Lélekaratók	Bestia	Alap	1	1	1	1	[DOMÍNIUM] Visszhang (Echo): Amikor elpusztul, az ellenfél egyik választott Entitása kap 1 sebzést.	[DOMINIUM] echo: when this dies, an enemy chosen entity takes 1 damage	dominium	echo	on_death	enemy_entity	damage	instant	enemy_chooses_target_entity	Amikor elpusztul, az ellenfél egyik választott entitása 1 sebzést kap.	osszetett_egyedi	Echo-triggeres sebzés, ahol a célpontválasztás az ellenfélnél van.
Nekromanta Tanítvány	Entitás	Umbra	Lélekaratók	Ember	Nekromanta	2	1	1	3	"[ZENIT] A saját Manifesztáció fázisodban (körönként egyszer) feláldozhatsz egy saját Entitást a Domíniumról, hogy húzz 1 lapot. Csak akkor húzhatsz még 1 extra lapot, ha a feláldozott Entitás ""Élőholt"" Főfajú volt."	[ZENIT] during your manifestation phase once per turn, you may sacrifice an allied entity to draw 1; if it was Undead, draw 1 more	zenit, dominium, deck	blank	on_influx_phase	own_entity	sacrifice, draw	instant	usable_once_per_turn_and_draw_1_extra_if_sacrificed_entity_was_undead	A saját Manifesztáció fázisodban feláldozhatsz egy saját entitást húzásért, és ha az Élőholt volt, még 1 extra lapot húzol.	osszetett_egyedi	Fázis-alapú sacrifice outlet fajfüggő extra húzással.
Nyughatatlan Kísértet	Entitás	Umbra	Lélekaratók	Szellem	Alap	2	3	2	2	[DOMÍNIUM] Légies (Ethereal). Visszhang (Echo): Ha ez a lap elpusztul, a következő köröd Ébredés fázisában automatikusan visszatér az Ürességből a kezedbe.	[DOMINIUM] ethereal; echo: when this dies, return it from graveyard to hand at your next awakening	dominium, graveyard, hand	ethereal, echo	on_death	self	graveyard_recursion, return_to_hand	next_own_awakening	none	Légies entitás, amely halál után a következő Ébredés fázisodban visszatér az Ürességből a kezedbe.	osszetett_egyedi	Késleltetett graveyardból kézbe visszatérés Echo mellett.
Lélekszívó Papnő	Entitás	Umbra	Lélekaratók	Ember	Pap	3	2	2	3	[ZENIT] A saját Manifesztáció fázisodban (körönként egyszer) feláldozhatod egy vele egy Áramlatban lévő, előtte álló saját Entitást. Ha megteszed, azonnal kapsz 2 ideiglenes Umbra Aurát.	[ZENIT] during your manifestation phase once per turn, you may sacrifice the allied entity in front of this; if you do, gain 2 temporary Umbra aura	zenit, horizont, source	blank	on_influx_phase	own_horizont_entity	sacrifice, resource_gain	until_turn_end	usable_once_per_turn_and_target_must_be_the_allied_entity_in_front_in_same_lane	A saját Manifesztáció fázisodban feláldozhatod az előtte álló saját entitást, hogy 2 ideiglenes Umbra Aurát kapj.	osszetett_egyedi	Lane-kötött fázis-alapú sacrifice outlet ideiglenes erőforrással.
Feltámadt Csonttörő	Entitás	Umbra	Lélekaratók	Élőholt	Harcos	3	3	3	2	[HORIZONT] Gyorsaság (Celerity). Visszhang (Echo): Ha elpusztul, a következő köröd Ébredés fázisában automatikusan visszatér az Ürességből a Zenitbe, Kimerült állapotban.	[HORIZONT] celerity; echo: when this dies, return it from graveyard to Zenit exhausted at your next awakening	horizont, graveyard, zenit	celerity, echo	on_death	self	graveyard_recursion, summon, exhaust	next_own_awakening	none	Gyorsaságos entitás, amely halál után a következő Ébredés fázisodban kimerülten visszatér a Zenitbe.	osszetett_egyedi	Késleltetett graveyard recursion Zenitbe Echo mellett.
Kárhozott Lovag	Entitás	Umbra	Lélekaratók	Élőholt	Lovag	3	4	5	2	[HORIZONT] Gyorsaság (Celerity). A kör végén (Eloszlás fázis), amelyben megidézted, ez az Entitás a sötét paktum miatt automatikusan elpusztul és az Ürességbe kerül.	[HORIZONT] celerity; at end of the turn it was summoned, this is destroyed and sent to graveyard	horizont, graveyard	celerity	on_turn_end	self	destroy	instant	trigger_only_on_the_end_of_the_turn_this_was_summoned	Gyorsaságos entitás, amely a megidézése körének végén automatikusan elpusztul és az Ürességbe kerül.	osszetett_egyedi	Késleltetett önmegsemmisítés summon-turn trackinggel.
Sikoltó Lidérc	Entitás	Umbra	Lélekaratók	Szellem	Alap	3	2	2	2	[HORIZONT] Légies (Ethereal). Ha támadása sikeres, az ellenfélnek el kell dobnia egy véletlenszerű lapot a Kezéből.	[HORIZONT] ethereal; when this attack is successful, opponent discards a random card from hand	horizont, hand, graveyard	ethereal	on_attack_hits	enemy_hand	random_discard	instant	none	Légies entitás, amely sikeres támadás után véletlenszerű lapeldobást okoz az ellenfél kezéből.	osszetett_egyedi	Sikeres támadáshoz kötött random discard.
Sírkerti Gólem	Entitás	Umbra	Lélekaratók	Gólem	Élőholt	4	3	3	4	"[HORIZONT] Amikor ez az Entitás elpusztulna, feláldozhatsz egy másik saját Entitást a Domíniumról. Ha megteszed, a Gólem a pályán marad 1 HP-val, és véglegesen kap +2 ATK-t. Minden alkalommal, amikor ez a lény a halál elkerülése végett beáldoz egy ""lélek-lapot"" az Ürességbe, kap +2 ATK-t."	[HORIZONT] when this would die, you may sacrifice another allied entity; if you do, this stays at 1 HP and gains +2 ATK permanently	horizont, dominium, graveyard	blank	on_death	self, other_own_entity	sacrifice, damage_prevention, atk_mod	until_match_end	requires_sacrificing_another_allied_entity_to_prevent_this_death	Amikor elpusztulna, feláldozhatsz egy másik saját entitást, hogy 1 HP-val pályán maradjon és véglegesen +2 ATK-t kapjon.	osszetett_egyedi	Halálhelyettesítés sacrifice költséggel és permanens önbuffal; a második mondat ezt az ismételt mintát hangsúlyozza.
Golgota-Gólem	Entitás	Umbra	Lélekaratók	Gólem	Élőholt	4	4	2	6	[HORIZONT] Oltalom (Aegis). Minden alkalommal, amikor egy saját Entitásod az Ürességbe kerül, ez a Gólem kap +1 maximális HP-t.	[HORIZONT] aegis; whenever one of your entities goes to graveyard, this gains +1 max HP	horizont, graveyard	aegis	on_death	self	hp_mod	until_match_end	trigger_when_an_allied_entity_goes_to_graveyard	Oltalommal rendelkező Gólem, amely minden saját entitás Ürességbe kerülésekor +1 max HP-t kap.	osszetett_egyedi	Graveyard-triggeres permanens HP-növekedés.
Vérszomjas Vámpírúr	Entitás	Umbra	Lélekaratók	Vámpír	Nemes	5	4	4	4	[HORIZONT] Hasítás (Sundering). Amikor egy saját Entitásod elpusztul a Domíniumon, a Vámpírúr a felszabaduló életerőből kap +1 ATK-t és +1 maximális HP-t a mérkőzés hátralévő részére.	[HORIZONT] sundering; whenever your entity dies on the board, this gains +1 ATK and +1 max HP permanently	horizont, dominium, graveyard	sundering	on_death	self	atk_mod, hp_mod	until_match_end	trigger_when_an_allied_entity_dies_on_dominium	Hasításos entitás, amely minden saját Domíniumon elpusztuló entitás után +1 ATK-t és +1 max HP-t kap véglegesen.	osszetett_egyedi	Pályahalál-triggeres permanens kettős önbuff.
Lélekkufár Démon	Entitás	Umbra	Lélekaratók	Démon	Alap	5	4	4	4	[DOMÍNIUM] Riadó (Clarion): Megidézésekor pusztíts el egy másik saját Entitást a Domíniumon, hogy azonnal kapj 3 ideiglenes Umbra Aurát.	[DOMINIUM] clarion: destroy another allied entity on board to gain 3 temporary Umbra aura	dominium, source	clarion	on_summon	other_own_entity	destroy, resource_gain	until_turn_end	must_destroy_another_allied_entity_on_dominium_to_gain_the_aura	Clarionkor elpusztítasz egy másik saját entitást a Domíniumon, hogy 3 ideiglenes Umbra Aurát kapj.	osszetett_egyedi	Destruction-as-cost jellegű Clarion erőforrásnyeréssel.
Kárhozat Wyrm	Entitás	Umbra	Lélekaratók	Sárkány	Alap	7	5	6	5	[HORIZONT] Hasítás (Sundering). Ez az Entitás csak akkor indíthat támadást, ha előtte feláldozol egy másik saját Entitást. Ha megteszed, a támadás idejére kap +3 ATK bónuszt.	[HORIZONT] sundering; this can attack only if you first sacrifice another allied entity, and if you do it gains +3 ATK during combat	horizont	sundering	on_attack_declared	self, other_own_entity	sacrifice, attack_restrict, atk_mod	during_combat	must_sacrifice_another_allied_entity_before_attacking	Hasításos entitás, amely csak akkor támadhat, ha előtte feláldozol egy másik saját entitást; ekkor a harcra +3 ATK-t kap.	osszetett_egyedi	Támadásköltséghez kötött sacrifice és ideiglenes buff.
Az Üresség Leviatánja	Entitás	Umbra	Lélekaratók	Sárkány	Alap	7	6	7	6	[HORIZONT] Riadó (Clarion): Amikor megidézed, tetszőleges számú saját Entitást feláldozhatsz. Ahány Entitást így feláldoztál, a Leviatán annyiszor 2 sebzést okoz véletlenszerűen kiválasztott ellenséges Entitásoknak.	[HORIZONT] clarion: you may sacrifice any number of allied entities; for each one sacrificed, deal 2 damage to a random enemy entity	horizont, dominium	clarion	on_summon	own_entities, enemy_entity	sacrifice, damage	instant	you_may_sacrifice_any_number_of_allied_entities_and_each_creates_one_random_2_damage_instance	Clarionkor tetszőleges számú saját entitást feláldozhatsz, és mindegyik után 2 sebzést oszt ki véletlenszerű ellenséges entitásra.	osszetett_egyedi	Változó számú sacrifice és többször ismétlődő random sebzés.
Temetői Sírásó	Entitás	Umbra	Lélekaratók	Ember	Zsoldos	1	1	2	1	[DOMÍNIUM] Riadó (Clarion): Helyezd a paklid legfelső lapját az Ürességbe, hogy a Sírásó véglegesen kapjon +1 maximális HP-t.	[DOMINIUM] clarion: put the top card of your deck into graveyard; this gains +1 max HP permanently	dominium, deck, graveyard	clarion	on_summon	self	move_to_source, hp_mod	until_match_end	none	Clarionkor a paklid legfelső lapját az Ürességbe helyezed, és ez a lap véglegesen +1 max HP-t kap.	elso_koros_gepi_ertelmezes	Egyszerű self-mill plusz permanens önbuff.
Bolyongó Lélek	Entitás	Umbra	Lélekaratók	Szellem	Alap	1	1	1	1	[HORIZONT] Légies (Ethereal). Visszhang (Echo): Ha elpusztul, adhatsz +1 ATK-t egy másik saját Entitásnak.	[HORIZONT] ethereal; echo: when this dies, another allied entity may gain +1 ATK	horizont	ethereal, echo	on_death	other_own_entity	atk_mod	until_match_end	none	Légies entitás, amely halálakor egy másik saját entitásnak +1 ATK-t adhat.	osszetett_egyedi	Echo-triggeres permanens buff másik saját célpontra.
Csontváz Harcos	Entitás	Umbra	Lélekaratók	Élőholt	Harcos	2	2	3	1	[HORIZONT] Hasítás (Sundering).	[HORIZONT] sundering	horizont	sundering	static	self	blank	static_while_on_board	none	A Horizonton Hasítás kulcsszóval rendelkező egyszerű entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
Vérszívó Denevér	Entitás	Umbra	Lélekaratók	Bestia	Alap	2	2	2	2	[HORIZONT] Bármikor, amikor sebzést okoz egy ellenséges Entitásnak, a saját Aeternalod visszatölt 1 HP-t.	[HORIZONT] whenever this deals damage to an enemy entity, heal your Aeternal 1	horizont, aeternal	blank	on_combat_damage_dealt	enemy_entity, own_aeternal	heal	instant	none	Amikor ez a lap sebzést okoz egy ellenséges entitásnak, az Aeternalod 1 HP-t gyógyul.	elso_koros_gepi_ertelmezes	Egyszerű damage-triggeres Aeternal gyógyítás.
Halottidéző Akolitus	Entitás	Umbra	Lélekaratók	Ember	Nekromanta	2	2	1	3	[ZENIT] Rezonancia 2.	[ZENIT] resonance 2	zenit	resonance	static	self	blank	static_while_on_board	none	A Zenitben Rezonancia 2-vel rendelkező egyszerű támogató entitás.	passziv_vagy_egyszeru	Tiszta natív keywordös lap.
