Kártya név	Típus	Birodalom	Klán	Faj	Kaszt	Magnitudó	Aura	ATK	HP	Képesség	Képesség_Canonical	Zóna_Felismerve	Kulcsszavak_Felismerve	Trigger_Felismerve	Célpont_Felismerve	Hatáscímkék	Időtartam_Felismerve	Feltétel_Felismerve	Gépi_Leírás	Értelmezési_Státusz	Engine_Megjegyzés
Kripta-Pók	Entitás	Umbra	Lélekaratók	Bestia	Alap	3	3	2	3	[HORIZONT] Métely (Bane). Visszhang (Echo): Amikor elpusztul, egy ellenséges Entitás azonnal elveszít -1 ATK-t a kör végéig.	[HORIZONT] bane; echo: when this dies, target enemy entity gets -1 ATK until end of turn	horizont	bane, echo	on_death	enemy_entity	atk_mod	until_turn_end	none	Mételyes entitás, amely halálakor egy ellenséges entitás -1 ATK-t kap a kör végéig.	elso_koros_gepi_ertelmezes	Echo-triggeres egyszerű ideiglenes debuff.
Szellemlovas	Entitás	Umbra	Lélekaratók	Élőholt	Lovag	3	3	3	4	[HORIZONT] Gyorsaság (Celerity). Légies (Ethereal).	[HORIZONT] celerity; ethereal	horizont	celerity, ethereal	static	self	blank	static_while_on_board	none	A Horizonton Gyorsaság és Légies kulcsszóval rendelkező entitás.	passziv_vagy_egyszeru	Két natív keywordös lap.
Átkozott Kultista	Entitás	Umbra	Lélekaratók	Ember	Pap	3	3	2	4	[ZENIT] Harmonizálás (Harmonize). Amikor a támogatott Entitás elpusztul, a Kultista azonnal húz neked 1 kártyát.	[ZENIT] harmonize; when the supported entity dies, draw 1	zenit, horizont, deck	harmonize	on_death	own_horizont_entity	draw	instant	trigger_only_if_the_supported_entity_dies	Harmonizálást ad, és ha a támogatott entitás elpusztul, húzol 1 lapot.	osszetett_egyedi	Támogatott célponthoz kötött haláltriggeres húzás.
Nyomorúságos Ghoul	Entitás	Umbra	Lélekaratók	Élőholt	Alap	4	3	4	3	[HORIZONT] Ha az Ürességből támasztod fel a pályára, megkapja a Gyorsaság (Celerity) és a Hasítás (Sundering) kulcsszavakat.	[HORIZONT] if this is revived from graveyard to the board, it gains celerity and sundering	horizont, graveyard	blank	on_summon	self	grant_keyword	static_while_on_board	trigger_only_if_this_is_summoned_from_graveyard	Ha az Ürességből támasztod fel a pályára, megkapja a Gyorsaság és a Hasítás kulcsszavakat.	osszetett_egyedi	Revive-származású summon állapothoz kötött keyword-adás.
Lelkek Pásztora	Entitás	Umbra	Lélekaratók	Ember	Nekromanta	4	4	3	5	[ZENIT] Minden saját Manifesztáció fázisodban visszahozhatsz egy 1-es Magnitúdójú Entitást az Ürességből Kimerült állapotban.	[ZENIT] during each of your manifestation phases, you may return a magnitude 1 entity from your graveyard exhausted	zenit, graveyard, dominium	blank	on_influx_phase	own_graveyard_entity	graveyard_recursion, summon, exhaust	instant	target_must_be_entity_in_own_graveyard_with_magnitude_1	Minden saját Manifesztáció fázisban visszahozhatsz egy 1-es Magnitúdójú entitást az Ürességből Kimerült állapotban.	osszetett_egyedi	Ismétlődő fázis-alapú graveyard recursion.
Éjfattyú	Entitás	Umbra	Lélekaratók	Démon	Alap	4	4	4	4	[DOMÍNIUM] Ha az Ürességbe kerül a pályáról, okoz 2 sebzést az összes ellenséges Entitásnak a Horizonton.	[DOMINIUM] when this goes to graveyard from the board, deal 2 damage to all enemy Horizont entities	dominium, graveyard, horizont	blank	on_leave_board	enemy_horizont_entities	damage	instant	trigger_only_if_this_goes_to_graveyard_from_board	Ha a pályáról az Ürességbe kerül, 2 sebzést okoz az összes ellenséges Horizont-entitásnak.	elso_koros_gepi_ertelmezes	Egyszerű leave-board triggeres tömeges sebzés.
Halállovag	Entitás	Umbra	Lélekaratók	Élőholt	Lovag	5	5	5	5	[HORIZONT] Oltalom (Aegis). Bármikor, amikor egy saját Entitásodat feláldozod, a Halállovag véglegesen kap +1 ATK-t.	[HORIZONT] aegis; whenever you sacrifice one of your entities, this gains +1 ATK permanently	horizont	aegis	on_death	self	atk_mod	until_match_end	trigger_when_you_sacrifice_an_allied_entity	Oltalommal rendelkező entitás, amely minden saját feláldozott entitás után véglegesen +1 ATK-t kap.	osszetett_egyedi	Sacrifice-triggeres permanens önbuff.
Lélekzabáló Bestia	Entitás	Umbra	Lélekaratók	Bestia	Alap	5	5	4	6	[HORIZONT] Hasítás (Sundering). Amikor elpusztít egy ellenséges Entitást harcban, tölts vissza 2 HP-t az Aeternalodnak.	[HORIZONT] sundering; when this destroys an enemy entity in combat, heal your Aeternal 2	horizont, aeternal	sundering	on_attack_hits	enemy_entity, own_aeternal	heal	instant	trigger_when_this_destroys_an_enemy_entity_in_combat	Hasításos entitás, amely harci ölés után 2 HP-t gyógyít az Aeternalodon.	osszetett_egyedi	Harci kill-triggeres Aeternal gyógyítás.
Ősi Vámpír	Entitás	Umbra	Lélekaratók	Vámpír	Orgyilkos	6	6	6	5	[HORIZONT] Métely (Bane). Ha egy sérült (nem max HP-n lévő) Entitást támad, a támadás idejére kap +2 ATK-t.	[HORIZONT] bane; if this attacks a damaged entity, it gains +2 ATK during combat	horizont	bane	on_attack_declared	self	atk_mod	during_combat	target_enemy_entity_must_be_damaged	Mételyes entitás, amely sérült célpont támadásakor +2 ATK-t kap a harc idejére.	elso_koros_gepi_ertelmezes	Egyszerű feltételes combat buff natív keyword mellett.
Csontsárkány	Entitás	Umbra	Lélekaratók	Sárkány	Alap	7	7	6	7	[HORIZONT] Visszhang (Echo): Ha elpusztul, a következő Ébredés fázisodban azonnal visszatér a Horizontra, de maximális HP-ja felére csökken.	[HORIZONT] echo: when this dies, return it to Horizont at your next awakening with its max HP halved	horizont, graveyard	echo	on_death	self	graveyard_recursion, summon, hp_mod	next_own_awakening	returns_to_horizont_at_next_awakening_with_max_hp_halved	Ha elpusztul, a következő Ébredés fázisodban visszatér a Horizontra, de a maximális HP-ja felére csökken.	osszetett_egyedi	Késleltetett visszatérés maradandó statmódosítással.
Azaroth a Kaszás	Entitás	Umbra	Lélekaratók	Élőholt	Hős	8	8	8	8	[HORIZONT] Hasítás (Sundering). [DOMÍNIUM] Riadó (Clarion): Semmisíts meg minden 3-as vagy annál kisebb Magnitúdójú Entitást a pályán (sajátokat és ellenségeseket is).	[HORIZONT] sundering; [DOMINIUM] clarion: destroy all entities on the board with magnitude 3 or less	horizont, dominium	sundering, clarion	on_summon	own_entities, enemy_entities	destroy	instant	affects_all_entities_on_board_with_magnitude_lte_3	Hasítással rendelkező hős, amely Clarionkor elpusztít minden 3-as vagy kisebb Magnitúdójú entitást a pályán.	osszetett_egyedi	Tömeges, kétoldali Magnitúdó-szűrt megsemmisítés.
Hirtelen Végzet	Ige	Umbra	Lélekaratók	-	-	3	2	-	-	Áldozz fel egy saját Entitást. Azonnal pusztíts el egy olyan ellenséges Entitást a Horizonton, amelynek az ATK-ja kisebb vagy egyenlő a feláldozott Entitásod maximális HP-jával. Reakció (Burst): Ingyen elsüthető.	sacrifice an allied entity; destroy target enemy Horizont entity with ATK less than or equal to the sacrificed entity's max HP	horizont	burst	blank	own_entity, enemy_horizont_entity	sacrifice, destroy	instant	target_enemy_horizont_entity_atk_must_be_lte_sacrificed_entity_max_hp	Feláldozol egy saját entitást, majd elpusztítasz egy ellenséges Horizont-entitást, ha annak ATK-ja nem nagyobb a feláldozott entitás max HP-jánál.	osszetett_egyedi	Áldozatból számolt feltételes megsemmisítés Burst-tel.
A Temető Kapuja	Ige	Umbra	Lélekaratók	-	-	3	3	-	-	Válassz egy 3-as vagy kisebb Magnitúdójú Entitást a saját Ürességedből, és tedd a kezedbe. Reakció (Burst): Ingyen elsüthető!	choose an entity with magnitude 3 or less from your graveyard and put it into your hand	graveyard, hand	burst	blank	own_graveyard_entity	graveyard_recursion, return_to_hand	instant	target_must_be_entity_in_own_graveyard_with_magnitude_lte_3	A saját Ürességedből egy 3-as vagy kisebb Magnitúdójú entitást a kezedbe veszel.	elso_koros_gepi_ertelmezes	Egyszerű graveyardból kézbe visszavétel Burst-tel.
Életerő Elszívása	Ige	Umbra	Lélekaratók	-	-	2	1	-	-	Okoz 2 sebzést egy ellenséges Entitásnak, és te visszatöltesz 2 HP-t a leginkább sérült Pecsétednek (vagy az Aeternalodnak).	deal 2 damage to target enemy entity, then restore 2 HP to your most damaged seal or your Aeternal	aeternal, seal_row	blank	blank	enemy_entity, own_seal, own_aeternal	damage, heal	instant	restore_to_most_damaged_own_seal_or_aeternal	2 sebzést okozol egy ellenséges entitásnak, majd 2 HP-t gyógyítasz a leginkább sérült pecséteden vagy az Aeternalodon.	osszetett_egyedi	Célzott sebzés és prioritásos végpont-heal együtt.
Sötét Feláldozás	Ige	Umbra	Lélekaratók	-	-	3	1	-	-	Áldozz fel egy saját Entitást a pályán. Azonnal kapsz annyi ideiglenes Umbra Aurát a körre, amennyi az Entitás Magnitúdója volt.	sacrifice an allied entity on board; gain temporary Umbra aura equal to its magnitude this turn	dominium, source	blank	blank	own_entity	sacrifice, resource_gain	until_turn_end	gain_temporary_umbra_aura_equal_to_sacrificed_entity_magnitude	Feláldozol egy saját pályán lévő entitást, majd annyi ideiglenes Umbra Aurát kapsz erre a körre, amennyi annak Magnitúdója volt.	osszetett_egyedi	Változó értékű erőforrásnyerés sacrifice alapján.
Halálos Csend	Ige	Umbra	Lélekaratók	-	-	4	2	-	-	Egy ellenséges Entitás elveszíti az összes kulcsszavát az adott kör végéig. Reakció (Burst): Ingyen elsüthető.	target enemy entity loses all keywords until end of turn	blank	burst	blank	enemy_entity	ability_lock	until_turn_end	none	Egy ellenséges entitás a kör végéig elveszíti az összes kulcsszavát.	osszetett_egyedi	Teljes ideiglenes keyword-eltávolítás Burst-tel.
Visszahívás az Ürességből	Ige	Umbra	Lélekaratók	-	-	5	3	-	-	Válassz egy Entitást a saját Ürességedből. Idézd meg azonnal a Domíniumra Aktív állapotban!	choose an entity from your graveyard and summon it to the board ready	graveyard, dominium	blank	blank	own_graveyard_entity	graveyard_recursion, summon, ready	instant	none	Egy entitást választasz a saját Ürességedből, és azonnal Aktív állapotban megidézed a Domíniumra.	osszetett_egyedi	Általános azonnali graveyard recursion Aktív állapotban.
Erőszakos Végzet	Ige	Umbra	Lélekaratók	-	-	5	2	-	-	Semmisíts meg egy saját Entitást a Horizonton. Cserébe az ellenfél egyik általad választott célpont Entitása azonnal elpusztul és az Ürességbe kerül.	destroy an allied Horizont entity; destroy target enemy entity	horizont, graveyard	blank	blank	own_horizont_entity, enemy_entity	destroy	instant	none	Megsemmisítesz egy saját Horizont-entitást, majd elpusztítasz egy választott ellenséges entitást.	osszetett_egyedi	Költségszerű saját megsemmisítésből fakadó célzott eltávolítás.
Kínzó Visszhang	Ige	Umbra	Lélekaratók	-	-	5	3	-	-	Okoz annyi sebzést egy szabadon választott ellenséges Entitásnak, ahány saját Entitásod ebben a körben már elpusztult (akár harcban, akár feláldozás miatt). Minimum 2 sebzést mindenképp okoz.	deal damage to target enemy entity equal to the number of your entities that died this turn, minimum 2	blank	blank	blank	enemy_entity	damage	instant	damage_equals_number_of_allied_entities_that_died_this_turn_minimum_2	Egy ellenséges entitásnak annyi sebzést okozol, ahány saját entitásod ebben a körben elpusztult, legalább 2-t.	osszetett_egyedi	Körön belüli halálszámlálásból számolt változó sebzés.
Sötét Alku	Rituálé	Umbra	Lélekaratók	-	-	2	1	-	-	Küldj az Ürességbe egy saját (akár Kimerült) Entitást a Domíniumról. Cserébe azonnal húzz 2 lapot a paklidból.	send an allied entity from your board to the graveyard, then draw 2 cards	dominium, graveyard, deck	blank	blank	own_entity	sacrifice, draw	instant	none	Egy saját pályán lévő entitást az Ürességbe küldesz, majd húzol 2 lapot.	elso_koros_gepi_ertelmezes	Egyszerű sacrifice-szerű költség és húzás.
Lelkek Tánca	Rituálé	Umbra	Lélekaratók	-	-	2	2	-	-	"Húzz 1 lapot minden egyes ""Élőholt"" és ""Szellem"" Entitásod után, ami jelenleg a Domíniumon van (maximum 3-at)."	draw 1 card for each allied Undead and Spirit entity on the board, up to 3	dominium, deck	blank	blank	own_entities	draw	instant	count_allied_undead_and_spirit_entities_on_board_max_3	Minden saját Élőholt és Szellem entitásod után húzol 1 lapot, legfeljebb 3-at.	elso_koros_gepi_ertelmezes	Fajszűrt tömeges húzás felső limittel.
Kriptanyitás	Rituálé	Umbra	Lélekaratók	-	-	3	3	-	-	Nézd meg a paklid legfelső 5 lapját. Tegyél egyet a kezedbe, a többit pedig egyenesen az Ürességbe.	look at the top 5 cards of your deck; put 1 into your hand and the rest into your graveyard	deck, hand, graveyard	blank	blank	own_deck	tutor, move_to_source	instant	look_at_top_5_cards_of_own_deck_choose_1_to_hand_send_the_rest_to_graveyard	Megnélzed a paklid felső 5 lapját, 1-et kézbe veszel, a többit az Ürességbe küldöd.	osszetett_egyedi	Top-deck válogatás és célzott self-mill kombinációja.
Haláltusa	Rituálé	Umbra	Lélekaratók	-	-	4	3	-	-	Minden Entitás a Horizonton (sajátok és az ellenfélé is) elszenved 2 sebzést. Ha egy saját Entitásod ettől elpusztul, húzz 1 lapot.	deal 2 damage to all Horizont entities; if one of your entities dies this way, draw 1	horizont, deck, graveyard	blank	blank	own_horizont_entities, enemy_horizont_entities	damage, draw	instant	draw_if_one_or_more_allied_horizont_entities_die_from_this_effect	A Horizonton lévő összes entitás 2 sebzést szenved, és ha ettől saját entitásod elpusztul, húzol 1 lapot.	osszetett_egyedi	Kétoldali tömeges sebzés és saját halálhoz kötött húzás.
Tömeges Feltámasztás	Rituálé	Umbra	Lélekaratók	-	-	6	6	-	-	Válassz ki legfeljebb 3 saját Entitást az Ürességből, amelyeknek a Magnitúdója 3 vagy annál kisebb. Idézd meg őket Kimerülten a Domíniumra.	choose up to 3 allied entities with magnitude 3 or less from your graveyard and summon them exhausted to the board	graveyard, dominium	blank	blank	own_graveyard_entity	graveyard_recursion, summon, exhaust	instant	choose_up_to_3_entities_in_own_graveyard_with_magnitude_lte_3	Legfeljebb 3 darab, 3-as vagy kisebb Magnitúdójú saját entitást idézel vissza Kimerülten az Ürességből a Domíniumra.	osszetett_egyedi	Többcélpontos graveyard recursion Kimerült belépéssel.
Végső Kárhozat	Rituálé	Umbra	Lélekaratók	-	-	7	6	-	-	Pusztíts el egy szabadon választott ellenséges Entitást a Horizonton. Ez a hatás az Oltalom (Aegis) kulcsszót is figyelmen kívül hagyja.	destroy target enemy Horizont entity ignoring aegis	horizont	blank	blank	enemy_horizont_entity	destroy	instant	ignores_aegis_when_targeting_enemy_horizont_entity	Egy ellenséges Horizont-entitást elpusztítasz, és a hatás figyelmen kívül hagyja az Oltalmat.	osszetett_egyedi	Célzott megsemmisítés keyword-ignore kivétellel.
Feltámadás az Árnyakból	Rituálé	Umbra	Lélekaratók	-	-	4	4	-	-	Válassz ki egy legfeljebb 4-es Magnitúdójú Entitást a temetődből, és idézd meg Kimerült (elforgatott) állapotban a Domíniumod egy üres mezőjére.	choose an entity with magnitude 4 or less from your graveyard and summon it exhausted to an empty slot on your board	graveyard, dominium	blank	blank	own_graveyard_entity	graveyard_recursion, summon, exhaust	instant	target_must_be_entity_in_own_graveyard_with_magnitude_lte_4_and_an_empty_slot_must_exist	A saját temetődből egy legfeljebb 4-es Magnitúdójú entitást Kimerülten megidézel a Domíniumod egy üres mezőjére.	osszetett_egyedi	Graveyard recursion üres slot feltétellel.
Lélekszakadás	Rituálé	Umbra	Lélekaratók	-	-	4	4	-	-	Okoz annyi sebzést egy célpont ellenséges Entitásnak, ahány kártya található a saját Ürességedben, de maximum 6 pontnyi sebzést.	deal damage to target enemy entity equal to the number of cards in your graveyard, up to 6	graveyard	blank	blank	enemy_entity	damage	instant	damage_equals_number_of_cards_in_own_graveyard_max_6	Egy ellenséges entitásnak annyi sebzést okozol, ahány lap a saját Ürességedben van, legfeljebb 6-ot.	osszetett_egyedi	Graveyard-számolásból képzett capped sebzés.
A Halál Várakozása	Jel	Umbra	Lélekaratók	-	-	2	2	-	-	Aktiválás: Amikor egy saját Entitásod a Horizonton elpusztul az ellenfél támadásától. Hatás: A megsemmisült Entitásod energiája felrobban, és azonnal 3 sebzést okoz a támadó ellenséges Entitásnak.	when your Horizont entity dies from an enemy attack: deal 3 damage to the attacking enemy entity	horizont	blank	on_death	own_horizont_entity, enemy_entity	damage	instant	trigger_only_if_allied_horizont_entity_is_destroyed_by_enemy_attack	Ha egy saját Horizont-entitásod az ellenfél támadásától elpusztul, a támadó ellenséges entitás 3 sebzést kap.	osszetett_egyedi	Combat-death triggeres megtorló sebzés.
Megcsapolt Erő	Jel	Umbra	Lélekaratók	-	-	3	1	-	-	Aktiválás: Amikor az ellenfél kijátszik egy Rituálét. Hatás: Feláldozol egy saját Entitást a Zenitből. Cserébe az ellenséges Rituálé hatása teljesen érvénytelenítődik (megszakad a varázslat).	when enemy plays a ritual: sacrifice an allied Zenit entity to counter that ritual	zenit	blank	on_enemy_spell_or_ritual_played	own_zenit_entity, enemy_spell	sacrifice, counterspell	instant	trigger_only_if_enemy_plays_a_ritual_and_you_can_sacrifice_an_allied_zenit_entity	Ha az ellenfél Rituálét játszik ki, feláldozhatsz egy saját Zenit-entitást, hogy a varázslatot semlegesítsd.	osszetett_egyedi	Sacrifice-alapú trap counterspell.
Alattomos Csere	Jel	Umbra	Lélekaratók	-	-	4	2	-	-	Aktiválás: Amikor az ellenfél megidéz egy 4-es vagy magasabb Magnitúdójú Entitást a Domíniumára. Hatás: Fel kell áldoznod egy saját Entitásodat a Zenitből (ha van). Cserébe az ellenfél újonnan megidézett, drága Entitása azonnal az Ürességbe zuhan, mielőtt bármit tehetne.	when enemy summons an entity with magnitude 4 or more: sacrifice an allied Zenit entity if able; destroy the newly summoned enemy entity	zenit, dominium, graveyard	blank	on_enemy_summon	own_zenit_entity, enemy_entity	sacrifice, destroy	instant	trigger_only_if_enemy_summons_entity_with_magnitude_gte_4	Ha az ellenfél 4-es vagy nagyobb Magnitúdójú entitást idéz, feláldozol egy saját Zenit-entitást, és az új ellenséges entitás azonnal az Ürességbe kerül.	osszetett_egyedi	Summon-punish trap saját sacrifice költséggel.
Sírkő-Csapda	Jel	Umbra	Lélekaratók	-	-	2	2	-	-	Aktiválás: Amikor az ellenfél elpusztítja az egyik Entitásodat a Horizonton. Hatás: Azonnal megidézel egy 2/2-es Csontváz Tokent Kimerülten a megüresedett helyre.	when enemy destroys one of your Horizont entities: summon a 2/2 Skeleton token exhausted into that empty slot	horizont	blank	on_death	own_horizont_entity	summon_token, exhaust	instant	trigger_only_if_enemy_destroys_an_allied_horizont_entity_and_that_slot_becomes_empty	Ha az ellenfél elpusztít egy saját Horizont-entitást, egy 2/2-es Csontváz tokent idézel Kimerülten a helyére.	osszetett_egyedi	Slot-megőrző replacement-szerű tokenidézés.
Végzetes Átok	Jel	Umbra	Lélekaratók	-	-	3	2	-	-	Aktiválás: Amikor az ellenfél egy 4-es vagy annál nagyobb ATK-jú Entitással támad. Hatás: A támadó Entitás azonnal megkapja a Métely (Bane) kulcsszót, és kap 3 sebzést.	when enemy attacks with an entity that has 4 or more ATK: that attacker gains bane and takes 3 damage	blank	blank	on_attack_declared	enemy_entity	grant_keyword, damage	instant	trigger_only_if_attacking_enemy_entity_has_atk_gte_4	Ha az ellenfél egy legalább 4 ATK-jú entitással támad, a támadó megkapja a Métely kulcsszót és 3 sebzést szenved.	osszetett_egyedi	Támadási triggerre adott keyword-kényszerítés és sebzés.
Kárhozottak Bosszúja	Jel	Umbra	Lélekaratók	-	-	4	3	-	-	Aktiválás: Amikor az ellenfél megtöri az egyik Pecsétedet. Hatás: Az ellenfél minden Horizonton álló Entitása elszenved 2 sebzést.	when enemy breaks one of your seals: deal 2 damage to all enemy Horizont entities	seal_row, horizont	blank	on_seal_break	enemy_horizont_entities	damage	instant	trigger_only_if_enemy_breaks_an_own_seal	Ha az ellenfél feltör egy saját pecsétedet, az ellenfél összes Horizont-entitása 2 sebzést szenved.	osszetett_egyedi	Pecséttörés-triggeres tömeges megtorló sebzés.
Véráldozat	Jel	Umbra	Lélekaratók	-	-	5	3	-	-	Aktiválás: Amikor az ellenfél Rituálét játszik ki. Hatás: Feláldozol egy saját Entitást a Horizonton, hogy visszautasítsd (érvénytelenítsd) a varázslatot, és okozz 3 sebzést az ellenfél Aeternaljának!	when enemy plays a ritual: sacrifice an allied Horizont entity to counter it and deal 3 damage to enemy Aeternal	horizont, aeternal	blank	on_enemy_spell_or_ritual_played	own_horizont_entity, enemy_aeternal	sacrifice, counterspell, damage	instant	trigger_only_if_enemy_plays_a_ritual_and_you_can_sacrifice_an_allied_horizont_entity	Ha az ellenfél Rituálét játszik ki, feláldozol egy saját Horizont-entitást, hogy a varázslatot semlegesítsd és 3 sebzést okozz az ellenfél Aeternáljának.	osszetett_egyedi	Sacrifice-alapú counter és végső célpontra menő sebzés.
Halálos Ölelés	Jel	Umbra	Lélekaratók	-	-	5	4	-	-	Aktiválás: Amikor egy saját Entitásod halálos sebzést szenved egy fizikai harc során. Hatás: Az Entitásod elpusztul, de a támadó ellenséges Entitást is magával rántja az Ürességbe!	when your entity takes lethal damage in physical combat: it dies, and the attacking enemy entity dies too	horizont, graveyard	blank	on_combat_damage_taken	own_entity, enemy_entity	destroy	instant	trigger_only_if_allied_entity_takes_lethal_damage_in_physical_combat	Ha egy saját entitásod halálos sebzést szenved fizikai harcban, elpusztul, és a támadó ellenséges entitás is az Ürességbe kerül.	osszetett_egyedi	Kölcsönös pusztulást okozó combat-death trap.
A Végtelen Temető	Sík	Umbra	Lélekaratók	-	-	3	4	-	-	Amíg aktív, minden alkalommal, amikor az Ürességből húzol fel vagy támasztasz fel kártyát, az adott Entitás kap +1 maximális HP-t.	while active, whenever you take or revive an entity from graveyard, that entity gains +1 max HP	graveyard, dominium, hand	blank	on_graveyard_recursion	own_entity	hp_mod	while_active	trigger_when_an_entity_is_returned_or_revived_from_own_graveyard	Amíg a sík aktív, minden Ürességből felvett vagy feltámasztott entitás +1 max HP-t kap.	folyamatos_sik_hatas	Graveyard-recursion eseményhez kötött permanens buff.
Csontvázak Szigete	Sík	Umbra	Lélekaratók	-	-	5	5	-	-	Amíg aktív, a saját köröd végén, ha abban a körben meghalt legalább egy saját Entitásod, idézz le egy 1/1-es Csontváz Tokent a Horizontra.	while active, at the end of your turn, if at least one of your entities died this turn, summon a 1/1 Skeleton token to Horizont	horizont, graveyard	blank	on_turn_end	own_entities	summon_token	while_active	trigger_only_if_at_least_one_allied_entity_died_this_turn	Amíg a sík aktív, a saját köröd végén 1/1-es Csontváz tokent idézel a Horizontra, ha ebben a körben meghalt legalább egy saját entitásod.	folyamatos_sik_hatas	Körvégi death-check alapján tokenidézés.
A Kárhozottak Kriptája	Sík	Umbra	Lélekaratók	-	-	3	4	-	-	Amíg ez a Sík aktív, minden alkalommal, amikor egy saját Entitásod a saját körödben (feláldozás hatására) az Ürességbe kerül, kapsz 1 ideiglenes Umbra Aurát. (Ez a hatás körönként legfeljebb kétszer aktiválódhat).	while active, whenever one of your entities goes to graveyard from sacrifice during your turn, gain 1 temporary Umbra aura, up to twice per turn	graveyard, source	blank	on_death	own_entity	resource_gain	while_active	trigger_only_if_allied_entity_is_sacrificed_during_your_turn_max_twice_per_turn	Amíg a sík aktív, saját körödben minden sacrifice miatt Ürességbe kerülő saját entitás után 1 ideiglenes Umbra Aurát kapsz, körönként legfeljebb kétszer.	folyamatos_sik_hatas	Sacrifice-triggeres limitált erőforrásnyerés.
A Kárhozottak Földje	Sík	Umbra	Lélekaratók	-	-	4	4	-	-	Amíg ez a Sík aktív, mindkét játékos a saját körének Beáramlás (Infusion) fázisában kötelezően feláldoz egy saját Entitást a Domíniumról. Ha egy játékos megteszi, cserébe húz 1 lapot.	during while active, each player must sacrifice an allied entity during their own infusion phase; if they do, they draw 1	dominium, deck, graveyard	blank	on_infusion_phase	own_entity, enemy_entity	sacrifice, draw	while_active	each_player_must_sacrifice_an_allied_entity_during_their_own_infusion_phase_if_able	Amíg a sík aktív, mindkét játékos a saját Beáramlás fázisában feláldoz egy saját entitást, és ha ez megtörténik, húz 1 lapot.	folyamatos_sik_hatas	Kétoldali kötelező sacrifice-szabály húzásos kompenzációval.
